object_id,last_before,first_missing,last_missing,first_after,missing_slots,missing_hours
1,2025-07-02 14:00:00,2025-07-02 14:10:00,2025-07-02 14:40:00,2025-07-02 14:50:00,4,0.666667
1,2025-07-10 19:20:00,2025-07-10 19:30:00,2025-07-10 19:30:00,2025-07-10 19:40:00,1,0.166667
1,2025-07-22 11:20:00,2025-07-22 11:30:00,2025-07-22 14:00:00,2025-07-22 14:10:00,16,2.666667
1,2025-08-20 11:50:00,2025-08-20 12:00:00,2025-08-20 17:10:00,2025-08-20 17:20:00,32,5.333333
1,2025-08-21 18:00:00,2025-08-21 18:10:00,2025-08-21 18:20:00,2025-08-21 18:30:00,2,0.333333
1,2025-09-24 01:10:00,2025-09-24 01:20:00,2025-09-24 01:30:00,2025-09-24 01:40:00,2,0.333333
1,2025-10-03 09:50:00,2025-10-03 10:00:00,2025-10-03 10:30:00,2025-10-03 10:40:00,4,0.666667
1,2025-10-03 10:40:00,2025-10-03 10:50:00,2025-10-05 13:50:00,2025-10-05 14:00:00,307,51.166667
1,2025-10-06 14:00:00,2025-10-06 14:10:00,2025-10-06 15:00:00,2025-10-06 15:10:00,6,1.0
1,2025-10-09 09:40:00,2025-10-09 09:50:00,2025-10-09 10:00:00,2025-10-09 10:10:00,2,0.333333
1,2025-10-16 21:50:00,2025-10-16 22:00:00,2025-10-16 22:00:00,2025-10-16 22:10:00,1,0.166667
1,2025-12-12 07:20:00,2025-12-12 07:30:00,2025-12-12 08:00:00,2025-12-12 08:10:00,4,0.666667
1,2025-12-12 18:50:00,2025-12-12 19:00:00,2025-12-12 19:20:00,2025-12-12 19:30:00,3,0.5
1,2025-12-13 10:20:00,2025-12-13 10:30:00,2025-12-13 10:40:00,2025-12-13 10:50:00,2,0.333333
2,2023-04-04 17:00:00,2023-04-04 17:10:00,2023-04-04 17:10:00,2023-04-04 17:20:00,1,0.166667
2,2023-04-10 16:50:00,2023-04-10 17:00:00,2023-04-10 17:00:00,2023-04-10 17:10:00,1,0.166667
2,2023-04-13 12:00:00,2023-04-13 12:10:00,2023-04-13 12:10:00,2023-04-13 12:20:00,1,0.166667
2,2023-04-14 15:40:00,2023-04-14 15:50:00,2023-04-15 17:50:00,2023-04-15 18:00:00,157,26.166667
2,2023-04-16 14:40:00,2023-04-16 14:50:00,2023-04-16 15:30:00,2023-04-16 15:40:00,5,0.833333
2,2023-04-24 18:40:00,2023-04-24 18:50:00,2023-04-24 19:00:00,2023-04-24 19:10:00,2,0.333333
2,2023-04-24 19:20:00,2023-04-24 19:30:00,2023-04-24 19:30:00,2023-04-24 19:40:00,1,0.166667
2,2023-05-11 17:30:00,2023-05-11 17:40:00,2023-05-11 17:40:00,2023-05-11 17:50:00,1,0.166667
2,2023-05-12 18:10:00,2023-05-12 18:20:00,2023-05-12 18:20:00,2023-05-12 18:30:00,1,0.166667
2,2023-05-16 17:20:00,2023-05-16 17:30:00,2023-05-16 17:30:00,2023-05-16 17:40:00,1,0.166667
2,2023-05-17 21:00:00,2023-05-17 21:10:00,2023-05-17 21:10:00,2023-05-17 21:20:00,1,0.166667
2,2023-05-19 21:20:00,2023-05-19 21:30:00,2023-05-19 21:30:00,2023-05-19 21:40:00,1,0.166667
2,2023-05-20 17:10:00,2023-05-20 17:20:00,2023-05-20 17:30:00,2023-05-20 17:40:00,2,0.333333
2,2023-05-21 21:00:00,2023-05-21 21:10:00,2023-05-21 21:10:00,2023-05-21 21:20:00,1,0.166667
2,2023-05-23 20:10:00,2023-05-23 20:20:00,2023-05-23 20:20:00,2023-05-23 20:30:00,1,0.166667
2,2023-05-25 08:30:00,2023-05-25 08:40:00,2023-05-25 08:40:00,2023-05-25 08:50:00,1,0.166667
2,2023-05-28 11:00:00,2023-05-28 11:10:00,2023-05-28 11:20:00,2023-05-28 11:30:00,2,0.333333
2,2023-06-02 16:50:00,2023-06-02 17:00:00,2023-06-02 17:00:00,2023-06-02 17:10:00,1,0.166667
2,2023-06-02 17:20:00,2023-06-02 17:30:00,2023-06-02 17:30:00,2023-06-02 17:40:00,1,0.166667
2,2023-06-02 18:20:00,2023-06-02 18:30:00,2023-06-02 18:30:00,2023-06-02 18:40:00,1,0.166667
2,2023-06-02 21:20:00,2023-06-02 21:30:00,2023-06-02 21:30:00,2023-06-02 21:40:00,1,0.166667
2,2023-06-02 21:50:00,2023-06-02 22:00:00,2023-06-02 22:00:00,2023-06-02 22:10:00,1,0.166667
2,2023-06-03 05:20:00,2023-06-03 05:30:00,2023-06-03 05:30:00,2023-06-03 05:40:00,1,0.166667
2,2023-06-04 07:50:00,2023-06-04 08:00:00,2023-06-04 08:40:00,2023-06-04 08:50:00,5,0.833333
2,2023-06-04 13:40:00,2023-06-04 13:50:00,2023-06-04 20:00:00,2023-06-04 20:10:00,38,6.333333
2,2023-06-05 06:10:00,2023-06-05 06:20:00,2023-06-05 06:20:00,2023-06-05 06:30:00,1,0.166667
2,2023-06-05 08:40:00,2023-06-05 08:50:00,2023-06-05 08:50:00,2023-06-05 09:00:00,1,0.166667
2,2023-06-05 10:40:00,2023-06-05 10:50:00,2023-06-05 10:50:00,2023-06-05 11:00:00,1,0.166667
2,2023-06-05 12:40:00,2023-06-05 12:50:00,2023-06-05 12:50:00,2023-06-05 13:00:00,1,0.166667
2,2023-06-05 13:30:00,2023-06-05 13:40:00,2023-06-05 13:40:00,2023-06-05 13:50:00,1,0.166667
2,2023-06-05 22:40:00,2023-06-05 22:50:00,2023-06-06 01:10:00,2023-06-06 01:20:00,15,2.5
2,2023-06-06 05:20:00,2023-06-06 05:30:00,2023-06-06 05:30:00,2023-06-06 05:40:00,1,0.166667
2,2023-06-06 05:50:00,2023-06-06 06:00:00,2023-06-06 08:20:00,2023-06-06 08:30:00,15,2.5
2,2023-06-06 08:40:00,2023-06-06 08:50:00,2023-06-06 12:30:00,2023-06-06 12:40:00,23,3.833333
2,2023-06-06 12:40:00,2023-06-06 12:50:00,2023-06-07 01:10:00,2023-06-07 01:20:00,75,12.5
2,2023-06-07 01:40:00,2023-06-07 01:50:00,2023-06-07 02:30:00,2023-06-07 02:40:00,5,0.833333
2,2023-06-07 03:20:00,2023-06-07 03:30:00,2023-06-07 03:30:00,2023-06-07 03:40:00,1,0.166667
2,2023-06-07 07:50:00,2023-06-07 08:00:00,2023-06-07 08:00:00,2023-06-07 08:10:00,1,0.166667
2,2023-06-07 08:40:00,2023-06-07 08:50:00,2023-06-07 10:20:00,2023-06-07 10:30:00,10,1.666667
2,2023-06-07 10:50:00,2023-06-07 11:00:00,2023-06-07 11:00:00,2023-06-07 11:10:00,1,0.166667
2,2023-06-07 11:20:00,2023-06-07 11:30:00,2023-06-07 12:00:00,2023-06-07 12:10:00,4,0.666667
2,2023-06-07 12:20:00,2023-06-07 12:30:00,2023-06-07 12:50:00,2023-06-07 13:00:00,3,0.5
2,2023-06-07 13:00:00,2023-06-07 13:10:00,2023-06-07 16:10:00,2023-06-07 16:20:00,19,3.166667
2,2023-06-07 16:20:00,2023-06-07 16:30:00,2023-06-07 16:30:00,2023-06-07 16:40:00,1,0.166667
2,2023-06-07 16:40:00,2023-06-07 16:50:00,2023-06-07 16:50:00,2023-06-07 17:00:00,1,0.166667
2,2023-06-07 17:10:00,2023-06-07 17:20:00,2023-06-07 18:00:00,2023-06-07 18:10:00,5,0.833333
2,2023-06-07 18:20:00,2023-06-07 18:30:00,2023-06-07 21:50:00,2023-06-07 22:00:00,21,3.5
2,2023-06-07 22:10:00,2023-06-07 22:20:00,2023-06-07 23:00:00,2023-06-07 23:10:00,5,0.833333
2,2023-06-07 23:20:00,2023-06-07 23:30:00,2023-06-07 23:30:00,2023-06-07 23:40:00,1,0.166667
2,2023-06-08 07:20:00,2023-06-08 07:30:00,2023-06-08 10:50:00,2023-06-08 11:00:00,21,3.5
2,2023-06-08 11:00:00,2023-06-08 11:10:00,2023-06-08 11:30:00,2023-06-08 11:40:00,3,0.5
2,2023-06-08 11:50:00,2023-06-08 12:00:00,2023-06-08 12:10:00,2023-06-08 12:20:00,2,0.333333
2,2023-06-12 10:50:00,2023-06-12 11:00:00,2023-06-12 16:30:00,2023-06-12 16:40:00,34,5.666667
2,2023-06-16 09:20:00,2023-06-16 09:30:00,2023-06-16 16:50:00,2023-06-16 17:00:00,45,7.5
2,2023-06-26 10:30:00,2023-06-26 10:40:00,2023-06-26 16:50:00,2023-06-26 17:00:00,38,6.333333
2,2023-07-09 04:10:00,2023-07-09 04:20:00,2023-07-09 06:30:00,2023-07-09 06:40:00,14,2.333333
2,2023-07-20 15:40:00,2023-07-20 15:50:00,2023-07-20 15:50:00,2023-07-20 16:00:00,1,0.166667
2,2023-07-24 07:40:00,2023-07-24 07:50:00,2023-07-24 07:50:00,2023-07-24 08:00:00,1,0.166667
2,2023-07-26 09:40:00,2023-07-26 09:50:00,2023-07-26 17:00:00,2023-07-26 17:10:00,44,7.333333
2,2023-09-08 10:40:00,2023-09-08 10:50:00,2023-09-08 12:40:00,2023-09-08 12:50:00,12,2.0
2,2023-09-08 13:00:00,2023-09-08 13:10:00,2023-09-08 14:30:00,2023-09-08 14:40:00,9,1.5
2,2023-10-07 08:20:00,2023-10-07 08:30:00,2023-10-07 20:00:00,2023-10-07 20:10:00,70,11.666667
2,2023-11-10 10:20:00,2023-11-10 10:30:00,2023-11-10 10:40:00,2023-11-10 10:50:00,2,0.333333
2,2023-11-15 10:40:00,2023-11-15 10:50:00,2023-11-15 11:00:00,2023-11-15 11:10:00,2,0.333333
2,2023-11-15 11:20:00,2023-11-15 11:30:00,2023-11-15 11:30:00,2023-11-15 11:40:00,1,0.166667
2,2023-11-15 17:00:00,2023-11-15 17:10:00,2023-11-15 18:00:00,2023-11-15 18:10:00,6,1.0
2,2023-11-15 19:10:00,2023-11-15 19:20:00,2023-11-15 19:30:00,2023-11-15 19:40:00,2,0.333333
2,2023-11-15 22:20:00,2023-11-15 22:30:00,2023-11-15 22:40:00,2023-11-15 22:50:00,2,0.333333
2,2023-11-16 10:00:00,2023-11-16 10:10:00,2023-11-16 13:40:00,2023-11-16 13:50:00,22,3.666667
2,2023-11-16 13:50:00,2023-11-16 14:00:00,2023-11-16 14:30:00,2023-11-16 14:40:00,4,0.666667
2,2023-11-16 15:10:00,2023-11-16 15:20:00,2023-11-16 15:20:00,2023-11-16 15:30:00,1,0.166667
2,2023-11-16 17:30:00,2023-11-16 17:40:00,2023-11-16 18:00:00,2023-11-16 18:10:00,3,0.5
2,2023-11-16 19:20:00,2023-11-16 19:30:00,2023-11-16 19:30:00,2023-11-16 19:40:00,1,0.166667
2,2023-11-17 06:50:00,2023-11-17 07:00:00,2023-11-17 07:00:00,2023-11-17 07:10:00,1,0.166667
2,2023-12-10 21:50:00,2023-12-10 22:00:00,2023-12-11 04:30:00,2023-12-11 04:40:00,40,6.666667
2,2023-12-11 11:30:00,2023-12-11 11:40:00,2023-12-11 11:40:00,2023-12-11 11:50:00,1,0.166667
2,2024-01-08 08:30:00,2024-01-08 08:40:00,2024-01-08 09:00:00,2024-01-08 09:10:00,3,0.5
2,2024-01-12 10:40:00,2024-01-12 10:50:00,2024-01-12 12:10:00,2024-01-12 12:20:00,9,1.5
2,2024-01-12 15:30:00,2024-01-12 15:40:00,2024-01-12 18:10:00,2024-01-12 18:20:00,16,2.666667
2,2024-02-16 12:20:00,2024-02-16 12:30:00,2024-02-17 18:30:00,2024-02-17 18:40:00,181,30.166667
2,2024-04-20 09:30:00,2024-04-20 09:40:00,2024-04-20 10:00:00,2024-04-20 10:10:00,3,0.5
2,2024-04-26 16:40:00,2024-04-26 16:50:00,2024-04-26 21:20:00,2024-04-26 21:30:00,28,4.666667
2,2024-05-01 17:50:00,2024-05-01 18:00:00,2024-05-01 18:20:00,2024-05-01 18:30:00,3,0.5
2,2024-05-01 19:30:00,2024-05-01 19:40:00,2024-05-01 20:20:00,2024-05-01 20:30:00,5,0.833333
2,2024-05-04 08:00:00,2024-05-04 08:10:00,2024-05-04 08:20:00,2024-05-04 08:30:00,2,0.333333
2,2024-05-07 15:10:00,2024-05-07 15:20:00,2024-05-07 15:30:00,2024-05-07 15:40:00,2,0.333333
2,2024-05-08 15:40:00,2024-05-08 15:50:00,2024-05-08 15:50:00,2024-05-08 16:00:00,1,0.166667
2,2024-05-10 12:30:00,2024-05-10 12:40:00,2024-05-10 12:40:00,2024-05-10 12:50:00,1,0.166667
2,2024-05-18 04:00:00,2024-05-18 04:10:00,2024-05-20 13:20:00,2024-05-20 13:30:00,344,57.333333
2,2024-05-21 10:50:00,2024-05-21 11:00:00,2024-05-21 11:40:00,2024-05-21 11:50:00,5,0.833333
2,2024-05-28 10:40:00,2024-05-28 10:50:00,2024-05-28 18:20:00,2024-05-28 18:30:00,46,7.666667
2,2024-06-01 14:00:00,2024-06-01 14:10:00,2024-06-01 14:10:00,2024-06-01 14:20:00,1,0.166667
2,2024-06-01 14:50:00,2024-06-01 15:00:00,2024-06-01 15:30:00,2024-06-01 15:40:00,4,0.666667
2,2024-06-07 08:40:00,2024-06-07 08:50:00,2024-06-07 09:40:00,2024-06-07 09:50:00,6,1.0
2,2024-06-07 10:40:00,2024-06-07 10:50:00,2024-06-07 14:20:00,2024-06-07 14:30:00,22,3.666667
2,2024-06-08 08:40:00,2024-06-08 08:50:00,2024-06-08 09:00:00,2024-06-08 09:10:00,2,0.333333
2,2024-06-11 06:30:00,2024-06-11 06:40:00,2024-06-11 07:30:00,2024-06-11 07:40:00,6,1.0
2,2024-06-17 09:50:00,2024-06-17 10:00:00,2024-06-17 10:30:00,2024-06-17 10:40:00,4,0.666667
2,2024-06-18 11:10:00,2024-06-18 11:20:00,2024-06-18 11:30:00,2024-06-18 11:40:00,2,0.333333
2,2024-06-18 23:10:00,2024-06-18 23:20:00,2024-06-18 23:30:00,2024-06-18 23:40:00,2,0.333333
2,2024-06-29 06:30:00,2024-06-29 06:40:00,2024-06-29 07:00:00,2024-06-29 07:10:00,3,0.5
2,2024-06-29 07:30:00,2024-06-29 07:40:00,2024-06-29 07:40:00,2024-06-29 07:50:00,1,0.166667
2,2024-06-30 12:40:00,2024-06-30 12:50:00,2024-06-30 13:20:00,2024-06-30 13:30:00,4,0.666667
2,2024-07-02 10:10:00,2024-07-02 10:20:00,2024-07-02 11:20:00,2024-07-02 11:30:00,7,1.166667
2,2024-07-02 11:30:00,2024-07-02 11:40:00,2024-07-02 11:40:00,2024-07-02 11:50:00,1,0.166667
2,2024-07-03 12:30:00,2024-07-03 12:40:00,2024-07-03 12:50:00,2024-07-03 13:00:00,2,0.333333
2,2024-07-04 10:50:00,2024-07-04 11:00:00,2024-07-04 12:00:00,2024-07-04 12:10:00,7,1.166667
2,2024-07-05 13:10:00,2024-07-05 13:20:00,2024-07-05 14:10:00,2024-07-05 14:20:00,6,1.0
2,2024-07-06 13:00:00,2024-07-06 13:10:00,2024-07-06 14:00:00,2024-07-06 14:10:00,6,1.0
2,2024-07-07 15:00:00,2024-07-07 15:10:00,2024-07-07 15:50:00,2024-07-07 16:00:00,5,0.833333
2,2024-07-08 10:50:00,2024-07-08 11:00:00,2024-07-08 11:50:00,2024-07-08 12:00:00,6,1.0
2,2024-07-09 11:40:00,2024-07-09 11:50:00,2024-07-09 14:10:00,2024-07-09 14:20:00,15,2.5
2,2024-07-10 09:10:00,2024-07-10 09:20:00,2024-07-10 09:50:00,2024-07-10 10:00:00,4,0.666667
2,2024-07-10 11:20:00,2024-07-10 11:30:00,2024-07-10 11:30:00,2024-07-10 11:40:00,1,0.166667
2,2024-07-10 13:00:00,2024-07-10 13:10:00,2024-07-10 16:00:00,2024-07-10 16:10:00,18,3.0
2,2024-07-11 11:10:00,2024-07-11 11:20:00,2024-07-11 11:50:00,2024-07-11 12:00:00,4,0.666667
2,2024-07-11 12:40:00,2024-07-11 12:50:00,2024-07-11 12:50:00,2024-07-11 13:00:00,1,0.166667
2,2024-07-11 19:00:00,2024-07-11 19:10:00,2024-07-11 19:10:00,2024-07-11 19:20:00,1,0.166667
2,2024-07-12 08:00:00,2024-07-12 08:10:00,2024-07-12 11:50:00,2024-07-12 12:00:00,23,3.833333
2,2024-07-12 12:50:00,2024-07-12 13:00:00,2024-07-12 18:30:00,2024-07-12 18:40:00,34,5.666667
2,2024-07-17 12:40:00,2024-07-17 12:50:00,2024-07-17 16:40:00,2024-07-17 16:50:00,24,4.0
2,2024-07-22 04:50:00,2024-07-22 05:00:00,2024-07-22 05:00:00,2024-07-22 05:10:00,1,0.166667
2,2024-07-22 07:50:00,2024-07-22 08:00:00,2024-07-22 08:10:00,2024-07-22 08:20:00,2,0.333333
2,2024-07-28 08:20:00,2024-07-28 08:30:00,2024-07-28 08:30:00,2024-07-28 08:40:00,1,0.166667
2,2024-08-09 12:10:00,2024-08-09 12:20:00,2024-08-09 13:50:00,2024-08-09 14:00:00,10,1.666667
2,2024-08-09 14:30:00,2024-08-09 14:40:00,2024-08-09 15:20:00,2024-08-09 15:30:00,5,0.833333
2,2024-08-20 10:50:00,2024-08-20 11:00:00,2024-08-20 15:30:00,2024-08-20 15:40:00,28,4.666667
2,2024-10-02 12:10:00,2024-10-02 12:20:00,2024-10-02 15:50:00,2024-10-02 16:00:00,22,3.666667
2,2024-10-10 10:40:00,2024-10-10 10:50:00,2024-10-10 16:20:00,2024-10-10 16:30:00,34,5.666667
2,2024-10-15 10:10:00,2024-10-15 10:20:00,2024-10-15 17:40:00,2024-10-15 17:50:00,45,7.5
2,2024-12-30 10:20:00,2024-12-30 10:30:00,2024-12-30 12:00:00,2024-12-30 12:10:00,10,1.666667
2,2025-02-28 10:30:00,2025-02-28 10:40:00,2025-02-28 16:20:00,2025-02-28 16:30:00,35,5.833333
2,2025-03-07 15:10:00,2025-03-07 15:20:00,2025-03-07 18:10:00,2025-03-07 18:20:00,18,3.0
2,2025-03-07 18:30:00,2025-03-07 18:40:00,2025-03-07 18:40:00,2025-03-07 18:50:00,1,0.166667
2,2025-03-19 16:00:00,2025-03-19 16:10:00,2025-03-19 16:10:00,2025-03-19 16:20:00,1,0.166667
2,2025-03-21 21:30:00,2025-03-21 21:40:00,2025-03-21 21:40:00,2025-03-21 21:50:00,1,0.166667
2,2025-03-23 16:00:00,2025-03-23 16:10:00,2025-03-23 17:00:00,2025-03-23 17:10:00,6,1.0
2,2025-03-23 18:10:00,2025-03-23 18:20:00,2025-03-23 19:00:00,2025-03-23 19:10:00,5,0.833333
2,2025-03-23 19:20:00,2025-03-23 19:30:00,2025-03-23 19:30:00,2025-03-23 19:40:00,1,0.166667
2,2025-03-23 21:00:00,2025-03-23 21:10:00,2025-03-23 21:10:00,2025-03-23 21:20:00,1,0.166667
2,2025-03-31 10:30:00,2025-03-31 10:40:00,2025-03-31 18:10:00,2025-03-31 18:20:00,46,7.666667
2,2025-04-03 12:10:00,2025-04-03 12:20:00,2025-04-03 13:40:00,2025-04-03 13:50:00,9,1.5
2,2025-04-03 16:00:00,2025-04-03 16:10:00,2025-04-03 19:30:00,2025-04-03 19:40:00,21,3.5
2,2025-04-03 19:40:00,2025-04-03 19:50:00,2025-04-03 19:50:00,2025-04-03 20:00:00,1,0.166667
2,2025-04-04 09:50:00,2025-04-04 10:00:00,2025-04-04 19:40:00,2025-04-04 19:50:00,59,9.833333
2,2025-04-05 12:50:00,2025-04-05 13:00:00,2025-04-05 13:50:00,2025-04-05 14:00:00,6,1.0
2,2025-04-06 16:50:00,2025-04-06 17:00:00,2025-04-06 20:10:00,2025-04-06 20:20:00,20,3.333333
2,2025-04-08 10:30:00,2025-04-08 10:40:00,2025-04-08 17:50:00,2025-04-08 18:00:00,44,7.333333
2,2025-04-10 07:40:00,2025-04-10 07:50:00,2025-04-10 08:00:00,2025-04-10 08:10:00,2,0.333333
2,2025-04-17 11:30:00,2025-04-17 11:40:00,2025-04-17 17:00:00,2025-04-17 17:10:00,33,5.5
2,2025-04-26 09:10:00,2025-04-26 09:20:00,2025-04-26 09:30:00,2025-04-26 09:40:00,2,0.333333
2,2025-05-15 11:00:00,2025-05-15 11:10:00,2025-05-15 11:20:00,2025-05-15 11:30:00,2,0.333333
2,2025-05-15 12:40:00,2025-05-15 12:50:00,2025-05-15 12:50:00,2025-05-15 13:00:00,1,0.166667
2,2025-05-22 12:10:00,2025-05-22 12:20:00,2025-05-22 14:00:00,2025-05-22 14:10:00,11,1.833333
2,2025-05-23 18:50:00,2025-05-23 19:00:00,2025-05-24 22:50:00,2025-05-24 23:00:00,168,28.0
2,2025-05-28 07:30:00,2025-05-28 07:40:00,2025-05-28 13:00:00,2025-05-28 13:10:00,33,5.5
2,2025-06-03 11:30:00,2025-06-03 11:40:00,2025-06-03 11:50:00,2025-06-03 12:00:00,2,0.333333
2,2025-06-17 10:20:00,2025-06-17 10:30:00,2025-06-17 17:40:00,2025-06-17 17:50:00,44,7.333333
2,2025-06-17 23:00:00,2025-06-17 23:10:00,2025-06-18 00:50:00,2025-06-18 01:00:00,11,1.833333
2,2025-06-24 08:10:00,2025-06-24 08:20:00,2025-06-24 08:20:00,2025-06-24 08:30:00,1,0.166667
2,2025-07-02 12:20:00,2025-07-02 12:30:00,2025-07-02 13:00:00,2025-07-02 13:10:00,4,0.666667
2,2025-07-02 14:00:00,2025-07-02 14:10:00,2025-07-02 14:40:00,2025-07-02 14:50:00,4,0.666667
